Template version 4 for Submission of New trait or modification of exiting trait																																									
This sheet is for submission of details for a many traits by rows. Use one row for each new or modified trait																																									
For modifications to the trait list with specified Trait ID you only need to give new /changed values. Eg a new scale or method.																																									
"You can find Trait IDs for existing traits in the lists on ""Trait Dictionaries for Fieldbook Development"" at http://mbp.generationcp.org and http://www.cropontology-curationtool.org/."																																									
																																									
																																									
	ibfieldbook 	Name of submitting scientist	Institution	Language of submission (only in ISO 2 letter codes)	Date of submission	Crop	Name of Trait	Abbreviated name 	Synonyms (separate by commas)	Trait ID for modification, Blank for New	Description of Trait	How is this trait routinely used?	Trait Class	Method ID for modification, Blank for New	Name of method	Describe how measured (method)	Growth stages	Bibliographic Reference	Comments	Scale ID for modification, Blank for New	Type of Measure (Continuous, Discrete or Categorical)	For Continuous: units of measurement	For Continuous: reporting units (if different from measurement)	For Continuous: minimum	For Continuous: maximum	For Discrete: Name of scale or units of measurement	For Categorical: Name of rating scale	For Categorical: Class 1 - value = meaning	For Categorical: Class 2 - value = meaning 	For Categorical: Class 3 - value = meaning	For Categorical: Class 4 - value = meaning	For Categorical: Class 5 - value = meaning	For Categorical: Class 6 - value = meaning	For Categorical: Class 7 - value = meaning	For Categorical: Class 8 - value = meaning	For Categorical: Class 9 - value = meaning	For Categorical: Class 10 - value = meaning	For Categorical: Class 11 - value = meaning	For Categorical: Class 12 - value = meaning		
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse de la tige pendant R9	STBH		CO_335:0000062	Biomasse de la tige  pendant la rŽcolte	ƒtudes physiologiques	Agronomique	CO_335:0000232	MŽthode pour dŽterminer la biomasse de la tige pendant R9	Poids des tiges des plantes rŽcoltŽes en 0.5 m du sillon et sŽchŽes ˆ 60¡C. Convertir a Kg/ha	R9, RŽcolte	Beebe et al. 2010		CO_335:0000233	Continue	kg/ha		0	10000																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Conductance stomatique	SCOND		CO_335:0000056	Mesure du flux de vapeur de  la feuille	ƒtudes physiologiques	Physiologique	CO_335:0000234	MŽthode pour dŽterminer la conductance stomatique	Avec un poromtre en prenant une plante par rŽpŽtition  sur une jeune feuille complŽtement Žtendue	R8, Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000235	Continue	mmol m-2 s-1		0	600																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse totale de zones de la  de la racine par  surface	TRBPA		CO_335:0000064	Mesure de la biomasse de la racine par surface et ˆ une profondeur dŽterminŽe du sol	ƒtudes physiologiques	Agronomique	CO_335:0000236	MŽthode pour dŽterminer la biomasse totale de la racine par surface	Poids sec du systme racinaire provenant des Žchantillons pris dans le terrain avec  une tarire de 5 cm de diamtre. Les racines sont lavŽes, nettoyŽes et sŽchŽes ˆ 60¡C. Convertir a Kg/m2	R8, Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000237	Continue	kg/m2																			
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse totale de la racine par  plante	TRB		CO_335:0000063	Mesure par plante  de la biomasse  de la racine	ƒtudes physiologiques	Agronomique	CO_335:0000238	MŽthode pour dŽterminer la biomasse totale de la racine par plante	Poids sec du systme racinaire provenant des Žchantillons de la serre	R5	Beebe et al. 2010		CO_335:0000239	Continue	g/plante																			
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Longueur totale de la racine par surface	TRLPA		CO_335:0000066	Mesure de la longueur de la racine par surface ˆ une profondeur du sol dŽterminŽe	ƒtudes physiologiques	Agronomique	CO_335:0000240	MŽthode pour dŽterminer la longueur totale de la racine par surface	Systme racinaire scannŽ et ŽvaluŽ avec Winrhizo provenant des Žchantillons dans le terrain	R8, Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000241	Continue	km/m2																			
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Longueur totale de la racine par plante	TRL		CO_335:0000065	Mesure par plante de la longueur  de la racine	ƒtudes physiologiques. 	Agronomique	CO_335:0000242	MŽthode pour dŽterminer la longueur totale de la racine par plante	Systme racinaire scannŽ et ŽvaluŽ avec  Winrhizo  provenant des Žchantillons de la serre	R5	Beebe et al. 2010		CO_335:0000243	Continue	m/plante																			
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	ƒchelle de flŽtrissement	WILTS		CO_335:0000067	ƒvaluation visuelle du degrŽ de flŽtrissement des plantes dans la parcelle	ƒtudes physiologiques	Physiologique	CO_335:0000244	MŽthode pour dŽterminer l'Žchelle de flŽtrissement	ƒvaluation visuelle mesurŽe dans une Žchelle de 1 ˆ 9.La lecture doit tre faite entre 12 h et 15h.	R8, Remplissage de la gousse ˆ moitiŽ	AdaptŽ de King et al. 2009, AdaptŽ de Charlson et al. 2009		CO_335:0000245	CatŽgorique						1 ˆ 9	1= Pas de flŽtrissement	2= LŽger flŽtrissement, reprŽsentŽ par un enroulement  des feuilles dans la partie supŽrieure de la culture 	3=FlŽtrissement modŽrŽ reprŽsentŽ par un flŽtrissement et un enroulement gŽnŽral des feuilles de la culture	4= Enroulement lŽgrement sŽvre des feuilles dans la partie supŽrieure de la culture, flŽtrissement modŽrŽ des feuilles de la culture et une lŽgre perte de la   turgescence du pŽtiole	5= FlŽtrissement modŽrŽ des feuilles de la culture, avec une perte modŽrŽe de la turgescence du pŽtiole	6=FlŽtrissement sŽvre des feuilles dans toute la culture avec une forte perte de la turgescence du pŽtiole	7= Plantes sans pŽtioles sŽvrement flŽtris, mais sans prŽsence de feuilles mortes	8= Plantes sans pŽtioles trs flŽtris et des feuilles mortes dans la plupart de la culture	9= Plantes mortes					
	default	Juan Miguel Bueno	CIAT	FR	10/06/11	Haricot commun	DŽg‰ts causŽs  par des bruches	BRU	Zabrotes subfasciatus, Acanthocelides obtectus 	CO_335:0000010	Quantification  des  dŽg‰ts causŽs  par des bruches dans les grains	SŽlection de l' amŽlioration	Stress biotique	CO_335:0000246	MŽthode pour dŽterminer les dŽg‰ts causŽs par des bruches	ƒmergence des adultes comme pourcentage de la quantitŽ d'Ïufs	Post-rŽcolte	Blair et al. 2010		CO_335:0000247	Continue	%		0	100																
	default	Stephen Beebe	CIAT	FR	20/05/11	Haricot commun	Virus de la Mosa•que Commune et de la NŽcrose du haricot 	BCMNV	BCMV	CO_335:0000009	RŽaction ˆ l'infection virale	SŽlection de l' amŽlioration	Stress biotique	CO_335:0000248	MŽthode pour dŽterminer le virus de la Mosa•que Commune et de la NŽcrose du haricot 	ƒvaluŽ comme mosa•que (M), nŽcrose (N), Sans sympt™mes (O), LŽsions locales (L) ou Variable (V) 		CIAT 1995, Beebe 2012 (p.c.)		CO_335:0000249	CatŽgorique						EvaluŽ en Žchelle  de 5 catŽgories (M,N,O,L, V) 	1=M=Mosa•que, sensible	2=N= RŽaction NŽcrotique, possde  le gne I	3=O= Pas de sympt™mes. Possde une rŽsistance rŽcessive	4=L= Des lŽsions locales. Possde le gne I combinŽ avec des gnes rŽcessifs	5=V=Variable									
	default	Stephen Beebe	CIAT	FR	20/05/11	Haricot commun	Temps de cuisson	COOKT		CO_335:0000018	Temps nŽcessaire pour que du 96 au 100% des  graines  acquirent une consistance tendre	SŽlection de l' amŽlioration	QualitŽ	CO_335:0000250	MŽthode pour dŽterminer le temps de cuisson	MesurŽ avec le compteur Mattson ou avec un pŽnŽtromtre	 RŽcolte ou Post-rŽcolte	Xu and Chang 2008, G—mez y Bressani 1985		CO_335:0000251	Continue	Minutes		15	90																
	default	Stephen Beebe	CIAT	FR	11/07/11	Haricot commun	Couleur de la fleur	FLCOL		CO_335:0000024	Couleur prŽdominante de la fleur	CaractŽrisation du  gŽrmoplasme	Morphologique	CO_335:0000252	MŽthode pour dŽterminer la couleur de la fleur	Observation des fleurs rŽcemment ouvertes	R6	CIAT 1987, CIAT 1988a, Beebe 2012 (communication personnelle)		CO_335:0000253	CatŽgorique						ƒchelle CIAT pour la couleur de la fleur- 5 catŽgories (1 - 5)	1= blanche	2= rose	3= rouge	4= mauve	5= violet									
	default	Stephen Beebe	CIAT	FR	11/07/11	Haricot commun	Fer dans la graine	FESEED		CO_335:0000023	Mesure du contenu de fer dans la graine	QualitŽ nutritionnelle. SŽlection de l' amŽlioration	QualitŽ	CO_335:0000254	MŽthode pour dŽterminer le fer dans la graine	MesurŽ avec  les mŽthodes de AAS, NIRS, ICP et XRF	Post-rŽcolte	Beebe et al. 2010		CO_335:0000255	Continue	mg/kg		30	140																
	default	Stephen Beebe	CIAT	FR	06/07/11	Haricot commun	Couleur de la gousse mžre	MPDCOL		CO_335:0000037	Couleur de la gousse ˆ maturitŽ physiologique	CaractŽrisation du  gŽrmoplasme	Morphologique	CO_335:0000256	MŽthode pour dŽterminer la couleur de la gousse mžre	Classification visuelle  par   catŽgories	R9	IBPGR 1982		CO_335:0000257	CatŽgorique						 6 catŽgories (1 - 6)	1= Pourpre	2= Rouge	3= Rose	4= Jaune	5= Jaune p‰le tachetŽe ou rayŽe avec des couleurs	6= Vert persistant								
	default	Stephen Beebe	CIAT	FR	11/07/11	Haricot commun	Nombre de plantes par surface de parcelle cultivŽe	PLPLOT		CO_335:0000043	Nombre de plantes par parcelle effective, habituellement pendant la rŽcolte	SŽlection de l' amŽlioration	Agronomique	CO_335:0000258	MŽthode pour dŽterminer le nombre de plantes par surface de parcelle cultivŽe	Nombre de plantes de la parcelle effective aprs avoir exclu 0,5 m des deux extrŽmitŽs de la parcelle	Normalement pendant la rŽcolte	CIAT 1985		CO_335:0000259	Continue	Nombre																			
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Couleur primaire de la graine	PSC		CO_335:0000045	ƒchelle de 1 ˆ 9 pour la couleur prŽdominante de la graine	CaractŽrisation du  gŽrmoplasme	Morphologique	CO_335:0000260	MŽthode pour dŽterminer la couleur primaire de la graine	ƒvaluation visuelle	RŽcolte	CIAT 1987		CO_335:0000261	CatŽgorique						ƒchelle de couleur CIAT (1 - 9)	1= Blanche	2= Crme	3= Jaune	4= Marron	5= Rose	6= Rouge	7= Violet	8= Noir	9= Autres					
	default	Stephen Beebe	CIAT	FR	11/07/11	Haricot commun	Production par surface  de parcelle effective	GMPLOT		CO_335:0000028	Production par parcelle effective mesurŽe en g	SŽlection de l' amŽlioration	Agronomique	CO_335:0000262	MŽthode pour dŽterminer la production par surface  de parcelle effective	Poids des graines de toutes les plantes rŽcoltŽes par parcelle effective	RŽcolte	CIAT 1985		CO_335:0000263	Continue	g		0	600																
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Couleur secondaire de la graine	SSC		CO_335:0000061	ƒchelle de 1 ˆ 9 pour la couleur secondaire de la graine, s'il existe	CaractŽrisation du  gŽrmoplasme	Morphologique	CO_335:0000264	MŽthode pour dŽterminer la couleur secondaire de la graine	ƒvaluation visuelle	RŽcolte	CIAT 1987		CO_335:0000265	CatŽgorique						ƒchelle de couleur CIAT (1 - 9)	1= Blanche	2= Crme	3= Jaune	4= Marron	5= Rose	6= Rouge	7= Violet	8= Noir	9= Autres					
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Brillant de la graine	SDBR		CO_335:0000058	Brillance ou opacitŽ de la graine ˆ la rŽcolte	CaractŽrisation du gŽrmoplasme	Morphologique	CO_335:0000266	MŽthode pour dŽterminer le brillant de la graine	Classification visuelle  par catŽgories	RŽcolte	CIAT 1987		CO_335:0000267	CatŽgorique						ƒchelle  CIAT de brillance de la graine - 3 catŽgories	1= Mat	2= IntermŽdiaire	3= Brillant											
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Couleur Žtalon de la graine	SCP		CO_335:0000057	Distribution de la  couleur pour la testa de la graine	CaractŽrisation du  gŽrmoplasme	Morphologique	CO_335:0000268	MŽthode pour dŽterminer la couleur Žtalon de la graine	Classification visuelle  par catŽgories	RŽcolte	CIAT 1985		CO_335:0000269	CatŽgorique						ƒchelle CIAT pour la Couleur Žtalon de la graine- 6 catŽgories (0,M,J,P,R,B)	0=Pas de modle	1=M= TachetŽe	2=J= MouchetŽe	3=P= Ë pois	4=R= RayŽe	5=B= Bicolore								
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Phosphore dans la graine	PSEED		CO_335:0000046	Mesure du contenu de Phosphore dans la graine	ƒtudes de la physiologie et de la qualitŽ nutritionnelle	QualitŽ	CO_335:0000270	MŽthode pour dŽterminer le phosphore dans la graine	MesurŽ avec  les mŽthodes de ICP et spectromŽtrie	 Post- RŽcolte	Beebe et al. 2000		CO_335:0000271	Continue	g/kg		2	8																
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Poids de la graine	100SW	SW, g/100 graines	CO_335:0000001	Poids en grammes de 100 graines	SŽlection de l' amŽlioration	Agronomique	CO_335:0000272	MŽthode pour dŽterminer le poids de la graine	Peser 100 graines sur une balance analytique	RŽcolte ou Post-rŽcolte	CIAT 1987		CO_335:0000273	Continue	g	g/100 de graines	6 (sauvage), 15 (cultivŽe)	 14(sauvage), 100 (cultivŽe)																
	default	Stephen Beebe	CIAT	FR	06/07/11	Haricot commun	Graines par gousses	SDPD		CO_335:0000059	Nombre de graines par gousse	SŽlection de l' amŽlioration	Agronomique	CO_335:0000274	MŽthode pour dŽterminer le nombre de graines par gousses	Nombre moyen des graines par gousse obtenu de 10 gousses en prenant une gousse par plante en 10 plantes	R9, RŽcolte	IBPGR 1982, CIAT 1983		CO_335:0000275	Continue	Nombre de graines par gousse		0	10																
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Rendement par Hectare	YDHA		CO_335:0000068	Estimation du rendement par hectare	SŽlection de l' amŽlioration	Agronomique	CO_335:0000276	MŽthode pour dŽterminer le rendement par Hectare	Poids (kg) des graines rŽcoltŽes divisŽ par la surface de la parcelle effective (m_) et multipliŽ par 10	RŽcolte	CIAT 1985		CO_335:0000277	Continue	kg/ha		0	10000																
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Rendement par plante	YDPL		CO_335:0000069	Rendement  de la parcelle effective divisŽe par le nombre de plantes	SŽlection de l' amŽlioration	Agronomique	CO_335:0000278	MŽthode pour dŽterminer le rendement par plante	Rendement  de la parcelle effective divisŽe par le nombre de plantes de la  parcelle effective	RŽcolte	CIAT 1985		CO_335:0000279	Continue	g/plante		0	200																
	default	Stephen Beebe	CIAT	FR	11/07/11	Haricot commun	Zinc dans la graine	ZNSEED		CO_335:0000070	Mesure du contenu de zinc dans la graine	ƒtudes de la physiologie et de la qualitŽ nutritionnelle	QualitŽ	CO_335:0000280	MŽthode pour dŽterminer le zinc dans la graine	MesurŽ avec  les mŽthodes de AAS, NIRS, ICP et XRF	Post - RŽcolte	Beebe et al. 2000		CO_335:0000281	Continue	mg/kg		18	70																
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	Total des phytates dans les graines	SDPHY		CO_335:0000590	Pourcentage de phytate dans les graines	SŽlection de l' amŽlioration	QualitŽ	CO_335:0000591	MŽthode pour dŽterminer le pourcentage de phytate dans le grain	MŽthode colorimŽtrique	RŽcolte	Latta, M., et al. 1980.		CO_335:0000592	Continue	%		2	8																
	default	Stephen Beebe	CIAT	FR	14/09/10	Haricot commun	ProtŽine dans la graine	SDPRO		CO_335:0000593	Pourcentage de protŽine dans le grain	SŽlection de l' amŽlioration	QualitŽ	CO_335:0000594	MŽthode pour dŽterminer le pourcentage de protŽine dans le grain	MesurŽ avec un NIRS calibrŽs pour les protŽines	RŽcolte	Williams, P.C, et al. 1978. CIP website - Quality and Nutrition Laboratory		CO_335:0000595	Continue	%		15	30																
